,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,8.450049095610819,7.852208739378588,7.144845507435327,8.081775822305026,0.9433403532721777,0.95330679367332,0.9621368047785427,0.9510696993231069,0.16383008971222304,0.16165620307733142,0.16937713536218024,0.1603848811333645,227.0710051680667,187.6377189519797,152.03529670332608,196.6325892950314,0.0004955617851496952,0.000504260572647824,0.0005424301178876684,0.0004980754770293747,0.022261217063532155,0.02245574698485499,0.023290129194310373,0.022317604643629987,fertil_10-12
1,7.219044817924704,6.88007578487625,6.255518207281345,7.317953020136984,0.8659125483959054,0.8924204316728732,0.9325101375145273,0.8667633473153528,0.16425417122089814,0.1647322585404384,0.16774751059184048,0.16290840675017593,187.10925210078796,151.3976932345761,96.26760224086665,187.50355839832318,0.0010933714466169922,0.001095667699125018,0.001119625858185763,0.0010919878341441995,0.03306616770381763,0.0331008715765162,0.03346081078195451,0.03304523920543169,fertil_10-12
2,8.545139534888328,8.454235668130757,6.479917259212365,7.726419161803327,0.9302208387379686,0.9350449420833369,0.9719100287224989,0.9496151187901601,0.15384147448362043,0.15046043756977262,0.16363936652400457,0.15694838038540534,235.96729457378285,220.54057493722203,95.6523232062192,171.07858114992737,0.000703843165142029,0.0007077031298120687,0.0007468447661696143,0.0007133822158784691,0.026530042690165973,0.026602690273956668,0.027328460735460646,0.02670921593529973,fertil_10-12
3,7.220198879549847,6.823180825189322,6.205672268906307,7.310366087114755,0.9174291494150129,0.9341602837183323,0.9573857477472204,0.9184988374117425,0.16190335740571987,0.16282523933026996,0.16798294362112454,0.1601109426613693,168.60923529407063,135.68416681683567,88.99504481790235,167.95930081981626,0.00126543642554984,0.0012667829166348465,0.001286258989869904,0.0012616514284733216,0.035572973245848315,0.03559189397369641,0.0358644530122781,0.03551973294484802,fertil_10-12
4,8.216310077523548,7.725951648765273,6.066451195864025,7.866208157585666,0.9203381528013981,0.9352700471245305,0.9728290055412757,0.9372620161549208,0.19649283389050726,0.19551138392179823,0.20305026264068538,0.1904142044290686,284.1184237727608,231.33157842798886,97.45590174532774,224.21846364833843,0.000568095797529059,0.0005717636682431682,0.000602791980140453,0.0005644234552784483,0.02383476027840555,0.023911580212172684,0.024551822338483412,0.023757597843183733,fertil_10-12
5,6.252081232491973,6.114012319265849,5.522971988794783,6.168497477592007,0.6779702363677083,0.7103073156646463,0.8335702420909219,0.712292693759003,0.17326264325847973,0.1734402073926383,0.17670995871982098,0.172063493042254,119.55451820726086,107.8479826359334,61.81431092436045,107.10736284403134,0.0017550694513092952,0.0017596589534164314,0.0017822449803445762,0.001752476068293493,0.04189354904169967,0.0419482890403939,0.04221664340452207,0.041862585542384895,fertil_10-12
6,6.167020671836524,5.966323477467071,5.711656108598048,6.37256893220147,0.94826750637196,0.9542982714230283,0.961381679716187,0.9463943175027476,0.17154387922169584,0.17304922571647222,0.17329401905689987,0.164850456788527,88.91760465118816,78.80593014318016,66.81720749839488,92.44668013798821,0.001214230237900216,0.00122188584620466,0.001241471349974938,0.0012131624592885601,0.03484580660424172,0.03495548377872433,0.03523451929535776,0.034830481755045536,fertil_10-12
7,7.894330532210072,7.579438989236525,6.115476190474729,7.688274176841755,0.8880463825843733,0.9057560523330538,0.9548430760287129,0.8998541037262333,0.1887190594958916,0.1860821333464542,0.19307777940689358,0.18723176414195816,277.15798879542626,234.21098148737926,112.02298879548539,248.87812485930903,0.0013661431945316655,0.0013653020359475168,0.0013808471663167832,0.0013600838570416102,0.03696137435934527,0.0369499937205342,0.03715975196791258,0.036879314758297914,fertil_10-12
8,6.50267700258619,6.368480790409951,5.78868519715657,6.494922288945109,0.9402360377980349,0.9456574890886129,0.9615512198313404,0.9448735520227859,0.1780958638568815,0.17324213215377168,0.17662380834527083,0.17100328297091166,118.7135452196768,108.19260757996882,76.64455591468472,109.7640851289548,0.0008070531184698783,0.0008115076371614195,0.000838777654605197,0.0008065454555817243,0.028408680336648486,0.028486973113362176,0.028961658353851165,0.028399743935143575,fertil_10-12
9,6.907980392155007,6.6553336561431164,6.021529411763412,6.902239763976128,0.8013652714101378,0.8349213719066169,0.900856923784757,0.8157422912164164,0.16434169908462815,0.16455670235640804,0.16836425401334212,0.16342363012073277,163.43777871143985,136.7568493536633,83.09266666664573,152.6440588262111,0.0010067998140425767,0.0010079559480155194,0.0010335393137642012,0.0010033901984925397,0.03173010895100388,0.03174832197164945,0.03214870625335025,0.03167633499148125,fertil_10-12
